Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ecuador,ECU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43400125,70.46147404,71.43326774,72.36977901,73.3012246,74.49741422,75.69374435,76.89060518,78.08760709,79.28477018,80.48226877,81.6752982,82.86619903,84.05858271,85.25232617,86.44766062,87.64436728,88.7353553,89.66716322,90.59721885,91.52492213,,
"Egypt, Arab Rep.",EGY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.31496452,91.61466137,91.91464817,92.2149395,92.51552241,92.81640861,93.11758345,93.41680647,93.71505502,94.01377771,94.31286799,94.61243093,94.91066202,95.20943063,95.50863767,95.80833413,96.10856641,96.41046078,96.71394067,97.01897183,97.32547363,,
Euro area,EMU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81535339,98.83042837,98.84935621,98.8652275,98.88070346,98.89602536,98.90992531,98.92327709,98.93711078,98.95063889,98.96468558,98.97733911,98.98965692,99.00220907,99.01380788,99.0263169,99.03788596,99.04669042,99.05111367,99.04817911,99.04630891,,
Eritrea,ERI,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.285300677,8.640479144,8.986295962,9.322086317,9.647447007,9.961535076,10.26441756,10.55507837,10.83377358,11.02204135,11.20194529,11.37353944,11.5365169,11.63626951,11.73668083,11.83791285,11.93996659,,,,,,
Spain,ESP,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.90186871,99.90222486,99.90246155,99.90262867,99.90279838,99.9029617,99.90313311,99.9032939,99.90346047,99.90362212,99.90378733,99.90394867,99.90411152,99.9042649,99.904384,99.90433049,99.90428432,99.90423092,99.90394689,99.90365719,99.90336421,,
Estonia,EST,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72445716,99.73091625,99.73588029,99.69973904,99.64702223,99.59444182,99.54198645,99.48966598,99.43747802,99.38542238,99.33350111,99.28170608,99.22991099,99.17788105,99.12568409,99.13277102,99.13973926,99.14655389,99.14296842,99.14237975,99.14176925,,
Ethiopia,ETH,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.755093525,3.086617094,3.41846213,3.750183174,4.071684348,4.387345766,4.697368402,5.004006991,5.330693277,5.652562495,5.970178339,6.283374607,6.592580755,6.895076853,7.193679174,7.488374296,7.77945876,8.066773108,8.350931686,8.632097142,8.910277929,,
European Union,EUU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5589849,96.4629829,96.5710036,96.66433897,96.75530186,96.84569633,96.97275501,97.10778468,97.24228062,97.36469546,97.48401676,97.59507723,97.70811921,97.82080248,97.93236601,98.0449599,98.1570989,98.24245174,98.30184218,98.34051968,98.37923105,,
Fragile and conflict affected situations,FCS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31735755,36.32394963,36.4791039,36.67375925,36.89607641,39.38024738,39.67384067,39.97237513,40.30895535,40.64075959,40.99249097,40.88008626,41.21214429,41.55873461,41.89279491,42.24063352,42.60813817,43.03695003,43.32583877,43.59979947,43.84459589,,
Finland,FIN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.44822982,99.44821599,99.44819403,99.44818033,99.44816677,99.44815336,99.44813895,99.44812584,99.44810938,99.44810105,99.44806985,99.44802684,99.44799078,99.44796747,99.44796162,99.44794692,99.44793782,99.44792986,99.44792736,99.4479277,99.44792539,,
Fiji,FJI,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.61837031,79.69073824,79.76310451,80.7947771,81.81708061,82.82953529,84.15862184,85.48591483,86.82206422,88.15613107,89.48518816,90.80889062,92.12724377,93.43985322,94.74678812,96.04789263,97.3429987,98.43474132,98.79865447,99.16221577,99.16077717,,
France,FRA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.66302819,98.66225479,98.66148881,98.66072591,98.65997079,98.65922614,98.65848149,98.65774119,98.65699341,98.65624424,98.65548291,98.65471549,98.65394664,98.65316717,98.65238469,98.65159618,98.65080463,98.65001007,98.64921248,98.64841485,98.64760678,,
Faroe Islands,FRO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88347572,90.88347572,90.88347572,90.88347572,90.88347572,90.88347572,90.88347572,90.88347572,90.88347572,,,,,,,
"Micronesia, Fed. Sts.",FSM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.50403113,28.75771782,33.01140452,37.26509121,41.51877791,45.7724646,50.0261513,54.27983799,58.53352469,62.78721138,67.04089807,71.29458477,75.54827146,79.80195816,84.05564485,88.30933155,88.30933155,88.30933155,88.30933155,88.30933155,,,
Gabon,GAB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.98142109,34.93720783,35.90372953,36.88093022,37.86879639,38.86723592,39.87635325,40.89603678,41.92639637,42.96714449,44.0184602,45.0801942,46.15245984,47.23489917,48.32671192,48.61943464,48.91162282,49.20330829,49.49442952,49.78482573,49.82416677,,
United Kingdom,GBR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.12998922,99.12954593,99.12825158,99.1269699,99.12570184,99.12444484,99.12319667,99.12197081,99.1207537,99.11955254,99.11836302,99.11718667,99.11602073,99.11485603,99.11370311,99.1125619,99.1114221,99.11029545,99.10917758,99.10805979,99.1069609,,
Georgia,GEO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.57406292,90.15251383,89.74754552,89.37006205,89.10768209,88.85145545,88.60144977,88.3576749,88.12000757,87.88843959,87.66307451,87.44377249,87.23066673,87.02343291,86.82236487,86.62729018,86.43988751,86.25978022,86.08750022,85.92302303,85.76672943,,
Ghana,GHA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.410331113,7.521132042,8.26550502,9.023517922,9.795022626,10.57934588,11.3765429,12.18625022,13.00820677,13.84182286,14.68727295,15.54396316,16.41151977,17.28945312,18.17750066,19.0754012,19.98289725,20.89962298,21.82532757,22.75965575,23.70247451,,
Gibraltar,GIB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Guinea,GIN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.776994758,9.541113182,10.30573477,11.07104259,12.00038545,12.95023864,13.92085708,14.91211545,15.92407527,16.95679908,18.01055792,19.08521315,20.18082996,21.29747033,22.43519884,23.59705342,24.7832615,25.99405695,27.22968107,28.4901292,29.77614039,,
"Gambia, The",GMB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.09736592,49.85942635,48.64646405,47.53368116,46.45509834,46.33576161,46.23954281,46.16581727,46.11396229,46.08332847,46.07320563,46.08279842,46.1115582,46.15813058,46.22131327,46.29977642,46.39187189,46.49651038,46.61215733,46.73749884,46.87122407,,
Guinea-Bissau,GNB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.197207714,5.728363225,6.265599904,6.808691741,7.357815845,7.948590562,8.550614088,9.163692,9.788122661,10.42365567,11.07119363,11.73050454,12.40195156,13.08547163,13.78144802,14.49005184,15.21120029,15.94503596,16.69198488,17.45193858,18.2250438,,
Equatorial Guinea,GNQ,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.79053105,55.77696622,56.74700432,57.69923524,58.63359004,59.54837509,60.44433874,61.32078093,62.1777144,63.01431663,63.83119121,64.62837041,65.40606955,66.04694428,66.11511264,66.18252479,66.24854325,66.31278955,,,,,
Greece,GRC,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.51691469,97.62226829,97.73344374,97.8430199,97.95106289,98.0575013,98.1624048,98.26579972,98.36772214,98.46812595,98.56708707,98.66462097,98.76076873,98.85552209,98.94888815,98.97597404,98.97959915,98.98318854,98.98675045,98.99026295,98.99374813,,
Grenada,GRD,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.73011457,90.02493591,90.31554999,90.60195683,90.88415641,91.16214873,91.43593381,91.70551163,91.97088219,92.2320455,92.48900156,92.15729842,91.82559528,91.49389213,91.49389213,91.49389213,91.49389213,91.49389213,,,,,
Greenland,GRL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59725821,99.59725719,99.5972545,99.59725184,99.59724919,99.5972514,99.59725012,99.59724553,99.59724429,99.5972481,99.59724187,99.59724204,99.59723856,99.59723713,99.59723691,99.59723671,99.5972382,99.59723299,99.59723705,99.59723106,99.59723347,,
Guatemala,GTM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.76848485,62.17243432,62.56621524,62.94174433,63.3024606,63.65314723,63.99423164,64.32611565,64.6488813,64.96173676,65.26596018,65.56077361,65.84684641,66.12724862,66.4019023,66.67125906,66.93445822,67.1919655,67.44372128,67.68918412,67.92858108,,
Guam,GUM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.73817244,88.8725552,89.00693795,89.14132071,89.27570346,89.41008622,89.54446898,89.67885173,89.81323449,89.94761724,90.082,90.21638276,90.35076551,90.35076551,90.35076551,90.35076551,90.35076551,,,,,,
Guyana,GUY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.81211752,79.33274119,79.85415092,80.36824606,80.79197837,81.21306415,81.63153547,82.04729576,82.4603068,82.87059904,83.27808335,83.68271081,84.10157254,84.5179622,84.93294018,85.34648711,85.75872184,85.7631015,85.76842506,85.77491899,85.78250661,,
High income,HIC,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70308242,98.25404408,98.30721352,98.35850985,98.40867038,98.4576144,98.52204132,98.58884208,98.65645863,98.71938485,98.7758373,98.83031419,98.88423209,98.93776015,98.98995899,99.04108335,99.09058683,99.13125316,99.15439697,99.16809319,99.18450581,,
"Hong Kong SAR, China",HKG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.72825132,96.72825132,96.72825132,96.72825132,96.7150703,96.70188928,96.68870826,96.67552724,96.66234622,96.6491652,96.63598418,96.62280316,96.60962214,96.59644112,96.58326011,96.57007909,96.55689807,96.54371705,96.53053603,96.51735501,96.50417399,,
Honduras,HND,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99604634,64.13237249,65.28633706,66.42720458,67.55327262,68.66369676,69.75947787,70.8404163,71.90688871,72.95858725,73.99623816,75.01956873,76.02925796,77.02496233,78.0073178,78.97595367,79.96425438,80.93837603,81.89836471,82.84438013,83.77658071,,
Heavily indebted poor countries (HIPC),HPC,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95558279,17.33646483,17.8312426,18.34840853,18.86009664,19.45289013,20.04123593,20.6120466,21.22339414,21.84891568,22.4708131,23.09127636,23.71048408,24.33278405,24.96495292,25.59836117,26.22690399,26.8494188,27.40085601,27.95614868,28.36099142,,
Croatia,HRV,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15560686,96.16198119,96.18479929,96.20765931,96.23050183,96.25335121,96.27621282,96.29908104,96.32195623,96.34484368,96.36774045,96.39061679,96.41401718,96.43790702,96.46231821,96.48719709,96.51257245,96.53844301,96.54691297,96.5558337,96.56523542,,
Haiti,HTI,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74954137,17.83749693,18.93770924,20.0496669,21.0516683,22.04753778,23.05187488,24.06453423,25.08643399,26.11670299,27.15643914,28.20566083,29.26474876,30.3333259,31.41232366,32.50172798,33.59935056,34.70445486,35.81744586,36.93852795,37.12173441,,
Hungary,HUN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04373133,98.04295259,98.03960867,98.03628448,98.03296608,98.02914725,98.02482427,98.02053865,98.01628803,98.01207815,98.00840121,98.00476169,98.00215444,97.99991146,97.99767905,97.99545721,97.99318156,97.99087585,97.98852121,97.98613393,97.9837035,,
IBRD only,IBD,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79360388,53.09347724,54.75859685,56.43075874,58.11207188,60.01425561,61.70836469,63.41416,65.12276197,66.83175014,68.53543476,70.23592692,71.93706424,73.64339458,75.34953841,77.04582198,78.7274647,80.25078068,81.91164689,83.43215206,85.03969522,,
IDA & IBRD total,IBT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.65164869,47.79828281,49.21908698,50.64525573,52.07723066,53.71342514,55.15598046,56.60360402,58.04965639,59.48746316,60.91779029,62.24411433,63.65626457,65.06571109,66.46919188,67.86269926,69.23889367,70.44454827,71.77319089,72.93084591,74.15992822,,
IDA total,IDA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34700086,29.08306478,29.91676327,30.75266312,31.59151036,32.46135416,33.34201489,34.232888,35.11404392,35.97714798,36.86086974,37.51132941,38.33123931,39.10943982,39.87516324,40.65906211,41.45916229,42.29646256,43.07748657,43.85474321,44.54890196,,
IDA blend,IDB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25259163,35.1225331,36.16345194,37.21569263,38.26698342,39.30200323,40.34300669,41.38887609,42.4394447,43.48870795,44.57436474,45.65335882,46.68594557,47.70441253,48.70102687,49.69388849,50.6801615,51.66560207,52.64609182,53.6429534,54.65391252,,
Indonesia,IDN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.04210289,40.22929892,42.44925601,44.70051344,46.9825976,49.29277182,51.63089589,53.99525073,56.38531405,58.79885691,61.23020925,63.65928867,66.11190851,68.58672819,71.08355243,73.60086085,76.13784121,78.69303054,81.2661059,83.85609129,86.462642,,
IDA only,IDX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.37286365,26.0293645,26.75062156,27.48108995,28.21208315,28.9983917,29.79869918,30.60907356,31.39806862,32.15811998,32.92863541,33.39782127,34.11153223,34.77072917,35.4243113,36.11259465,36.83553415,37.60014441,38.29667189,38.97965229,39.52503713,,
Isle of Man,IMN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01486729,17.59397441,20.29384353,23.00884296,25.73910389,28.4835452,31.24230559,34.01546073,36.80268608,39.60301534,42.41651879,45.24319673,48.08510146,50.94117568,53.81088813,56.69339984,59.58787271,62.49361923,65.40956223,68.33481002,71.26847596,,
Not classified,INX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5289249,89.63282179,89.7361234,89.83806399,89.93954287,90.04068723,90.14197172,90.24529045,90.34834503,90.45109087,90.55357862,90.65576339,90.75764361,90.85927144,90.96059613,91.0616666,91.16238968,91.26227725,91.36120557,91.34960826,91.33736508,,
"Iran, Islamic Rep.",IRN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.97598152,78.7674343,79.54586649,80.31143375,81.06404924,81.80364137,82.53041127,83.23447282,83.9222185,84.59905908,85.26534226,85.92104068,86.56428183,87.19617339,87.81861536,88.43143149,89.03493135,89.51800312,89.86408356,90.19770214,90.26676799,,
Iraq,IRQ,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.90982258,70.58556063,71.25975606,71.93242217,72.60355033,74.37093195,76.15356449,77.95172542,79.76518663,81.59378097,83.44639184,85.31760892,87.20149465,89.09794589,91.00692109,92.92828447,94.86248468,96.80906937,98.48447542,99.47363683,99.96973686,,
Iceland,ISL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.79800321,98.79717861,98.79637022,98.79494739,98.79332212,98.79172859,98.79014722,98.78859984,98.78707428,98.78557325,98.78475502,98.78458326,98.78441444,98.78398929,98.78354774,98.7831192,98.78266407,98.78216487,98.78164877,98.78110168,98.78054272,,
Israel,ISR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99999692,100.000003,100,99.99999611,100.0000038,99.99999813,99.99999817,99.99999822,100.0000017,100.0000008,100.0000017,99.99442738,99.9889434,99.98356473,99.97828522,99.97311684,99.96805524,99.96311773,99.95829607,99.95359852,99.94903563,,
Italy,ITA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88593055,99.88591502,99.88589826,99.88587425,99.8858536,99.88582641,99.8858026,99.88577878,99.88575828,99.88573136,99.88570754,99.88568393,99.88563549,99.88557595,99.88551682,99.8854609,99.88539916,99.88534404,99.88528149,99.88521813,99.8851602,,
Jamaica,JAM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72092608,82.82578122,82.92912518,83.03157627,83.27473463,83.51652315,83.75695613,83.99602578,84.23371017,84.47002427,84.7049499,84.93844534,85.169952,85.39915542,85.62576588,85.84954834,86.07016642,86.28739247,86.49974124,86.63160182,86.60642453,,
Jordan,JOR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67605741,98.58287695,98.48976187,98.39671048,98.30371862,98.21970903,98.14042588,98.06286959,97.98687074,97.91216298,97.83863508,97.76610551,97.69444101,97.62343629,97.55303393,97.47418679,97.39568638,97.31747927,97.23952649,97.16183197,97.08435633,,
Japan,JPN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,99.99757862,99.9933667,99.98915478,99.98494285,99.98073093,99.97651901,99.97230708,99.96809516,99.96388324,99.95967131,99.95545939,99.95124747,99.94703554,99.94282362,99.9386117,99.93439977,99.93018785,99.92597593,99.921764,,
Kazakhstan,KAZ,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.80301768,96.80272862,96.86236612,96.92186583,96.98121839,97.05065071,97.11995854,97.18912669,97.25816719,97.32707708,97.39586892,97.46451825,97.53303397,97.60142157,97.66970052,97.7378244,97.8058174,97.8737016,97.87189539,97.86969334,97.8671202,,
Kenya,KEN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55908745,30.82303724,30.94551279,31.06556879,31.1831621,31.29814186,31.41057218,31.52040505,31.62759601,31.73199465,31.83365481,31.932772,32.02923088,32.12306456,32.21411259,32.30235103,32.38771068,32.47011972,32.54954127,32.62581333,32.69894486,,
Kyrgyz Republic,KGZ,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.29961873,92.29962357,92.56701714,92.83442795,93.10183725,93.46720023,93.83309307,94.19954178,94.56653149,94.93404208,95.30140189,95.66837756,96.03471449,96.40026521,96.76477266,97.12802336,97.43364642,97.54907448,97.66372821,97.77771305,97.89104384,,
Cambodia,KHM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.841519046,12.28698503,15.01618014,17.76657571,20.53861082,23.33220447,26.14679527,28.98279548,31.85696911,34.84063238,37.84219611,40.8613316,43.89771493,46.9506025,50.02047495,53.10657357,56.20854526,59.32568468,62.45973544,65.60982804,68.76930002,,
Kiribati,KIR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.18528144,33.16333833,34.01346546,34.86373455,35.71389167,36.56369452,37.52421935,38.56708196,39.26597406,39.93989886,40.58872946,41.21209552,41.80962593,42.38021216,42.92411846,43.44083363,43.92770801,44.38428061,44.81107834,45.20830694,45.57596312,,
St. Kitts and Nevis,KNA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.45086338,87.10491962,87.75897586,88.4130321,89.06708835,89.72114459,90.37520083,91.02925707,91.68331331,92.33736955,92.99142579,93.64548203,94.29953828,94.95359452,94.95359452,94.95359452,94.95359452,94.95359452,,,,,
"Korea, Rep.",KOR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,99.99949022,99.99472125,99.98995228,99.98518331,99.98041434,99.97564537,99.9708764,99.96610742,99.96133845,99.95656948,99.95180051,99.94703154,99.94226257,99.9374936,,
Kuwait,KWT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Latin America & Caribbean (excluding high income),LAC,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.02305591,73.83001731,74.62661206,75.41618399,76.19945551,76.99229819,77.77944854,78.5708335,79.35603969,80.13650933,80.91175132,81.6927807,82.46492273,83.22738359,83.98546061,84.73904202,85.48910962,85.41403828,86.16037921,86.90252664,87.60808085,,
Lao PDR,LAO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.23462641,31.24207124,34.23931015,37.22316824,40.1937436,43.08678372,45.79508095,48.48948125,51.17145342,53.83961025,56.49502412,59.13796707,61.7690765,64.3871616,66.99365266,69.5664712,72.12695343,74.67387955,77.20711375,79.2961718,79.48011751,,
Lebanon,LBN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92372952,76.92372952,76.92372952,78.23290783,79.54208615,80.85126446,82.16044277,83.46962108,84.7787994,86.08797771,87.39715602,88.70633434,90.01551265,91.32469096,92.63386927,93.94304759,95.2522259,96.56140421,97.87058253,99.06737938,99.2,,
Liberia,LBR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17063427,13.52759682,13.88783188,14.2509237,14.61709797,14.98613608,15.21515877,15.43948847,15.65875523,15.87533316,16.08907782,16.30006099,16.50766421,16.71216861,16.9129365,17.11000494,17.30317359,17.49178368,17.6760717,18.05615325,18.16357204,,
Libya,LBY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.30506861,90.41988321,90.53469781,90.64951241,90.76432701,90.87914161,90.9939562,91.1087708,91.2235854,91.3384,91.4532146,91.5680292,91.6828438,91.79765839,91.91247299,92.02728759,92.10428565,92.10514499,92.10600221,92.10600221,92.10600221,,
St. Lucia,LCA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.97445992,84.98031678,85.0025865,85.02425066,84.83124521,84.63842525,84.44639319,84.25554868,84.06634407,83.87897171,83.68751104,83.4554355,83.21779251,82.97381845,82.72336643,82.91353758,83.10351791,83.25699604,83.375995,83.37231796,83.36810833,,
